path,kind,status,bytes,size,sha256,detail
D:\Desktop\my_project\paper_reproduction\DPPO\.cache,directory aggregate,created,4068604224,3.79 GiB,,project-local package cache
D:\Desktop\my_project\paper_reproduction\DPPO\.cache\pip,resource aggregate,created,4068604224,3.79 GiB,,pip download/install cache
D:\Desktop\my_project\paper_reproduction\DPPO\.cache\torch,resource aggregate,created,0,0.00 B,,torch cache
D:\Desktop\my_project\paper_reproduction\DPPO\.gitignore,publication file,created,544,544.00 B,76db13412972e9821c4b66360de7193a72711915ef0837c54c3f21a0e66011e7,GitHub review material
D:\Desktop\my_project\paper_reproduction\DPPO\.gitmodules,publication file,created,106,106.00 B,7a0513ccaabea1daef8edd0f1a3a539333ae10d936ff61bfe4503249abea1e73,GitHub review material
D:\Desktop\my_project\paper_reproduction\DPPO\.runtime,directory aggregate,created,7205695250,6.71 GiB,,"project-local venv, MuJoCo runtime, gdown helper, mjrl"
D:\Desktop\my_project\paper_reproduction\DPPO\.runtime\gdown_tools,resource aggregate,created,6306257,6.01 MiB,,Windows-side Google Drive downloader
D:\Desktop\my_project\paper_reproduction\DPPO\.runtime\mjrl_source,resource aggregate,created,422253,412.36 KiB,,third-party mjrl source checkout
D:\Desktop\my_project\paper_reproduction\DPPO\.runtime\mujoco210,resource aggregate,created,8784202,8.38 MiB,,MuJoCo 2.1.0 runtime
D:\Desktop\my_project\paper_reproduction\DPPO\.runtime\venv,resource aggregate,created,7190182538,6.70 GiB,,WSL Python virtual environment
D:\Desktop\my_project\paper_reproduction\DPPO\.tmp,directory aggregate,created,4385135,4.18 MiB,,download/extraction temporary area; retained for audit
D:\Desktop\my_project\paper_reproduction\DPPO\.tmp\mujoco210-linux-x86_64.tar.gz,temporary file,created/downloaded,4385135,4.18 MiB,a436ca2f4144c38b837205635bbd60ffe1162d5b44c87df22232795978d7d012,retained for audit
D:\Desktop\my_project\paper_reproduction\DPPO\checkpoints,directory aggregate,created,13574849,12.95 MiB,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\checkpoints\official\halfcheetah_medium_pre_diffusion_mlp_ta4_td20_state_3000.pt,file,created/downloaded,4565995,4.35 MiB,ec1169d29e2d0e006f0c2477ee8bc976b2f9b04b2c209df5bce9f36dd42596b8,
D:\Desktop\my_project\paper_reproduction\DPPO\checkpoints\official\hopper_medium_pre_diffusion_mlp_ta4_td20_state_3000.pt,file,created/downloaded,4442859,4.24 MiB,9a5839d3d172d1e24b5bed0831d49bb3116a7e62fafa223c57c322f4bc7e9121,
D:\Desktop\my_project\paper_reproduction\DPPO\checkpoints\official\walker2d_medium_pre_diffusion_mlp_ta4_td20_state_3000.pt,file,created/downloaded,4565995,4.35 MiB,1a650d5d882c78cfef1d753c532c0bdbced054738b0076efe6ce29d088681fa0,
D:\Desktop\my_project\paper_reproduction\DPPO\data,directory aggregate,created,245214840,233.86 MiB,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\halfcheetah-medium-v2\2024_06_14_15_54_16.log,file,created/downloaded,6032,5.89 KiB,ae7c83ec83bff13c99e312a87f2f134262a352383f37cb1bb4eb3d1bac7ead78,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\halfcheetah-medium-v2\normalization.npz,file,created/downloaded,1202,1.17 KiB,1bc71a75b5cde71bb699cdbb4d169de9309a714b87c08bf88bd9c6c10a963e2a,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\halfcheetah-medium-v2\train.npz,file,created/downloaded,95082757,90.68 MiB,19bf92fc7c443f5f7ea1bd5000a8627e5e16677c2a1377a4ee03c37be13a9cf6,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\hopper-medium-v2\2024_06_06_01_55_51.log,file,created/downloaded,4562,4.46 KiB,f36d784692678528f7c179742bc344df641cfefaec0ca356d1607206bdd36046,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\hopper-medium-v2\normalization.npz,file,created/downloaded,1130,1.10 KiB,d05b2943bc39772f7f770dfc0a4df2a9f205cb1e05ae74b585cd0dd382a0742e,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\hopper-medium-v2\train.npz,file,created/downloaded,57367454,54.71 MiB,497b1e5efdf3c9c41422126171830a7acfaac06b4b1088d0516979c34b363bab,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\walker2d-medium-v2\2024_06_14_15_53_34.log,file,created/downloaded,6125,5.98 KiB,fc3650201be14133fe30a89895c3418f59ac416e63483cbf612edee0dd53a48a,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\walker2d-medium-v2\normalization.npz,file,created/downloaded,1202,1.17 KiB,7d103b793b591081947fca807ae13c2752bd6964621374101f5a89a19346ae16,
D:\Desktop\my_project\paper_reproduction\DPPO\data\gym\walker2d-medium-v2\train.npz,file,created/downloaded,92744376,88.45 MiB,4ed0ef939ad69dd487a05eab6301a670198b5a8390f41e286d806bdf622d2883,
D:\Desktop\my_project\paper_reproduction\DPPO\DPPO.pdf,input,pre-existing,18535392,17.68 MiB,f7585839d756d8fc1e1217d0b4c5c0e8114065fb4856a355a2e0326f668f1887,supplied before this reproduction
D:\Desktop\my_project\paper_reproduction\DPPO\logs,directory aggregate,created,29618939,28.25 MiB,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\.hydra\config.yaml,file,created/downloaded,2018,1.97 KiB,915cb9ab7c029e51116e817052adadfa090da1136188b42392dcefcf92e111f3,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\.hydra\hydra.yaml,file,created/downloaded,3814,3.72 KiB,a35f7b0971e1c9f5adebe5d4a95c8f2463ac112a2d7d1e70c766053f0ec225df,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\.hydra\overrides.yaml,file,created/downloaded,134,134.00 B,75b28aa1d929e19cd8f84b040ea8f73035f4f3c7f15a08b0d505631063900672,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\checkpoint\state_0.pt,file,created/downloaded,4831875,4.61 MiB,3ac7fa32bca6b51f927c717be99bedc9ccbaa20acc53b994d4adad1e335517e9,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\checkpoint\state_1.pt,file,created/downloaded,4831875,4.61 MiB,d0c0bedbbce1aed382de9960c9113b9a7ebded404555e604d83e5cd0ee6b180a,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\result.pkl,file,created/downloaded,155,155.00 B,edb0f96abe076dd84780fd5b643d936e42737e60b82884bdf1a2ccaaa4b9befa,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_nopre_ppo_gaussian_mlp_ta1\2026-09-08_22-22-30_42\run.log,file,created/downloaded,1138,1.11 KiB,a613f6b308aacce8566c263bd8463d280e71cee7f97c9ada24c9302ad6601a2e,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\.hydra\config.yaml,file,created/downloaded,2591,2.53 KiB,98b3056a8e684d5f3b7aace90c37c64b7b18f442230ea5ca35e1821fe13eb634,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\.hydra\hydra.yaml,file,created/downloaded,4119,4.02 KiB,288b718e1c7893ddd2867ee0cf2a615db228fbd592f97249070bb7e79eaddcec,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\.hydra\overrides.yaml,file,created/downloaded,280,280.00 B,0e5acebd7f401e2e7aa51d2919f6460c3d1eec5f9a7fba3f371bcd5c6e323b2b,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\checkpoint\state_0.pt,file,created/downloaded,4977987,4.75 MiB,f397083b2746b0594faec6a5e597b08c6d409c4ebb96e2f8cd663c057ee80941,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\checkpoint\state_1.pt,file,created/downloaded,4977987,4.75 MiB,9995e00a59566cbba9e6af13d760d1e65fde667949455b9cf18d9ec799bd9798,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\result.pkl,file,created/downloaded,155,155.00 B,8c081c40f911b01f6b3d8ca6ba55eda1c77d8c2f29d4b7908b530a40088a2d02,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-21-55_42\run.log,file,created/downloaded,1568,1.53 KiB,46ec597d38caf02fdd19337d0bda6e5fd65cc55a2e1f1e3f15b620bb018282d0,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-26-59_42\.hydra\config.yaml,file,created/downloaded,2600,2.54 KiB,11d6b6aade60dbc8e71c0836358066951962749f06535417add2751765c704ee,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-26-59_42\.hydra\hydra.yaml,file,created/downloaded,3909,3.82 KiB,2e82c0c8482a1c576ba0d0504b6aa59c176ce9c2075ece65cbe8f48467105856,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-26-59_42\.hydra\overrides.yaml,file,created/downloaded,180,180.00 B,40c423a254d70e05bf1b349dd0c5ada4ad3d8442f46bc4cf7af00b24e306fd93,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-26-59_42\run.log,file,created/downloaded,273,273.00 B,2d00794faa71f8544720d6003e58571a35fd34ec9a2d175840fef94d4e5d0d34,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\.hydra\config.yaml,file,created/downloaded,2600,2.54 KiB,11d6b6aade60dbc8e71c0836358066951962749f06535417add2751765c704ee,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\.hydra\hydra.yaml,file,created/downloaded,3909,3.82 KiB,7cf25525d77ac34d5016ee685147577697171f0f0a22c220c4b4cfada7dfc0a9,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\.hydra\overrides.yaml,file,created/downloaded,180,180.00 B,40c423a254d70e05bf1b349dd0c5ada4ad3d8442f46bc4cf7af00b24e306fd93,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\checkpoint\state_0.pt,file,created/downloaded,4977987,4.75 MiB,f397083b2746b0594faec6a5e597b08c6d409c4ebb96e2f8cd663c057ee80941,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\checkpoint\state_4.pt,file,created/downloaded,4977987,4.75 MiB,c8d5ab7e0b3dbe80578ff1984bfcbde7c6e277dce0d8d066396d4a2d9c3ff26b,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\result.pkl,file,created/downloaded,465,465.00 B,65c81aa187700e290a6034c8bbb32fb29d609e8b3395e1451a6e2177680acd1b,
D:\Desktop\my_project\paper_reproduction\DPPO\logs\gym-finetune\hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10\2026-09-08_22-27-40_42\run.log,file,created/downloaded,13153,12.84 KiB,ceade8b77b5683b1e169ccfbe23c9b9e0584af9bbff8840ff0e42b6a88b0957b,
D:\Desktop\my_project\paper_reproduction\DPPO\plots,directory aggregate,created,0,0.00 B,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\README.md,publication file,created,2538,2.48 KiB,ae57925c0c8d1d7a410e61a1d40a45881c22a9ad6695418de63c52ac8a6e1d15,GitHub review material
D:\Desktop\my_project\paper_reproduction\DPPO\reports,directory aggregate,created,235486,229.97 KiB,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\reports\COMPATIBILITY_PATCHES.md,file,created/downloaded,2302,2.25 KiB,4500007f663a18e49d110580bab9e5138d791be2ac6f69fb2df587d51074bfde,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\ENVIRONMENT.md,file,created/downloaded,1165,1.14 KiB,70617d3ad72f6e231e781be9196f543385a43c78d503baef739cf55ab8000a08,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\EXPERIMENT_CONFIG.md,file,created/downloaded,1515,1.48 KiB,23fbd751952f3f7e967c4c2d16568d4b595201e8d6662b8dc1f19bb95eee98df,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\GITHUB_RELEASE_CONTENTS.md,file,created/downloaded,1556,1.52 KiB,29b8628e83ff65ba3506ce155a4fc23c286afc61f439510cf2e3984e16474f8b,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\REPRO_VERSION.md,file,created/downloaded,1034,1.01 KiB,1748c2d2028b7973f121614fb74782f60f128ef0ac188b0ae1e4d0eb29cf0663,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\RESOURCE_MANIFEST.csv,file,created/downloaded,109203,106.64 KiB,f3135c955a4f8cb045fae52cfdfd7d8bf0803883dcccad13cb5115845e6a171a,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\RESOURCE_MANIFEST.md,file,created/downloaded,116188,113.46 KiB,48305f51166edb002bb5eca961d13fc83ed673473781e89a085f565b7285f3d3,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\RESULTS.md,file,created/downloaded,367,367.00 B,2482d754fc6ad7d0d105678a50e95d1c0f25eca69fe3aba1af1b1104c27e049f,
D:\Desktop\my_project\paper_reproduction\DPPO\reports\RUN_LOG.md,file,created/downloaded,2156,2.11 KiB,ac8243e686812fde7edb58a8450aff531418db026cadf71c69fc214b58690af2,
D:\Desktop\my_project\paper_reproduction\DPPO\results,directory aggregate,created,0,0.00 B,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\scripts,directory aggregate,created,34689,33.88 KiB,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\plot\__pycache__\make_reproduction_plots.cpython-313.pyc,file,created/downloaded,9870,9.64 KiB,bf69f27050065fcdfb25e61bcf3cd3b9528cf6c26e4c06216517fd82867b6cde,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\plot\__pycache__\make_side_by_side.cpython-313.pyc,file,created/downloaded,2288,2.23 KiB,df9b05ea4a41aa6d8a9d2912bae18314a09d567f287142928bddbd188a2de29c,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\plot\make_reproduction_plots.py,file,created/downloaded,5429,5.30 KiB,12cd20e1b6417d0f7a2f54bba1a076e579742956511838653f8ee68643d0d3be,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\plot\make_side_by_side.py,file,created/downloaded,1106,1.08 KiB,105425a656820ae64eb0808ed0157c2a9e83e0c28cfe5978043593619dba09d9,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\setup\__pycache__\inventory_resources.cpython-313.pyc,file,created/downloaded,7372,7.20 KiB,0a51e48520b3a3e2bf7863647189bb5850e621ad0e9ed3c0e8fbcaee857e5027,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\setup\inventory_resources.py,file,created/downloaded,5008,4.89 KiB,853fceb3619f2df8a9548c0152d06f4984638f0e862b1342d35ad6ba9d0a8ced,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\train\run_fig18_5seeds.ps1,file,created/downloaded,455,455.00 B,942df43548ec74d203588fb1888053b87e044175cf12796b0d09b2d2a3c40eae,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\train\run_fig18_seed42.ps1,file,created/downloaded,1190,1.16 KiB,1ea9f24eab95ab5c428c59cc9ee604136a9565e1174309062dde537119f42fad,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\train\run_fig4_5seeds.ps1,file,created/downloaded,478,478.00 B,85927263f53dee942211962cd8fd659fe007fef22a96aa8bf3fb605feffa34f4,
D:\Desktop\my_project\paper_reproduction\DPPO\scripts\train\run_fig4_seed42.ps1,file,created/downloaded,1493,1.46 KiB,933a0369eaab1147570aeaf5db573ff8baadd83a96fe4ae061a0328a88f789d5,
D:\Desktop\my_project\paper_reproduction\DPPO\source,directory aggregate,created,2061118,1.97 MiB,,recursive aggregate
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\config,file,created/downloaded,238,238.00 B,e78830b395bb6de882024099768b81f8bc5b556d53e93e2aed248545a9f627f3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\description,file,created/downloaded,73,73.00 B,85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\HEAD,file,created/downloaded,41,41.00 B,1a5f453060c42a61b3d20244de5c824a6c8da70dbf4d49ea898ee8a820902534,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\applypatch-msg.sample,file,created/downloaded,478,478.00 B,0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\commit-msg.sample,file,created/downloaded,1972,1.93 KiB,efc1401b0e99d1ff51494d154d98b46c1e99059bcd8bf9f73cecde19fd3eb23b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\fsmonitor-watchman.sample,file,created/downloaded,4611,4.50 KiB,9159720099ad5595b8e66645cbfd47763c1e920f46e0b50ae75e642bbec57ef0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\post-update.sample,file,created/downloaded,189,189.00 B,81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\pre-applypatch.sample,file,created/downloaded,424,424.00 B,e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\pre-commit.sample,file,created/downloaded,1649,1.61 KiB,57185b7b9f05239d7ab52db045f5b89eb31348d7b2177eab214f5eb872e1971b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\pre-merge-commit.sample,file,created/downloaded,416,416.00 B,d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\pre-push.sample,file,created/downloaded,1374,1.34 KiB,ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\pre-rebase.sample,file,created/downloaded,4898,4.78 KiB,4febce867790052338076f4e66cc47efb14879d18097d1d61c8261859eaaa7b3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\pre-receive.sample,file,created/downloaded,544,544.00 B,a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\prepare-commit-msg.sample,file,created/downloaded,1492,1.46 KiB,e9ddcaa4189fddd25ed97fc8c789eca7b6ca16390b2392ae3276f0c8e1aa4619,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\push-to-checkout.sample,file,created/downloaded,2783,2.72 KiB,a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\sendemail-validate.sample,file,created/downloaded,2308,2.25 KiB,44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\hooks\update.sample,file,created/downloaded,3650,3.56 KiB,8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\index,file,created/downloaded,44926,43.87 KiB,795a890a812becd4a1501bbc5a301f313909dba73cdcb514db39633d8531ea2a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\info\exclude,file,created/downloaded,240,240.00 B,6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\logs\HEAD,file,created/downloaded,201,201.00 B,19567c4fc82b18feaa523b17aef784dd5d6c3fce9f9af349c37d47a5099b528e,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\objects\pack\pack-f05a9dbd0d89d3e8439301bac0740ec2f6ed14dd.idx,file,created/downloaded,13840,13.52 KiB,2c9de822e3b65c90149b52282814fd850fea145106af3040397da7e32c9a59eb,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\objects\pack\pack-f05a9dbd0d89d3e8439301bac0740ec2f6ed14dd.pack,file,created/downloaded,217449,212.35 KiB,437ef2daac83228af0aea2564afa6abc4634451b9ed6b989a60bfcba134c74f4,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\objects\pack\pack-f05a9dbd0d89d3e8439301bac0740ec2f6ed14dd.rev,file,created/downloaded,1876,1.83 KiB,88ccd6903a7719cf98b673ffaae331a5544aae2baa9a5aef1c169ca34c4e41e4,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\packed-refs,file,created/downloaded,102,102.00 B,7edcea2dc22dae5429bb68113e2d3533d41996a5d814e8828be0e436ec942e58,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.git\shallow,file,created/downloaded,41,41.00 B,1a5f453060c42a61b3d20244de5c824a6c8da70dbf4d49ea898ee8a820902534,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\.gitignore,file,created/downloaded,2069,2.02 KiB,366bf039ef9157fea454a446edd4a27d4c9795db73fa30a1bbb5c16c65732bf6,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\__init__.py,file,created/downloaded,0,0.00 B,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\__init__.py,file,created/downloaded,461,461.00 B,f8c4569ab0a739e5b7ae4d231ecb906e277c16ebcc7edde8e8be5fdad099a855,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\aligning_dataset.py,file,created/downloaded,11480,11.21 KiB,3b3a6ef003ac22238954567f88f63d21cc7e9a1cb758a0f6e06866d7034d670c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\avoiding_dataset.py,file,created/downloaded,3939,3.85 KiB,2af4b95563bf235abcb1dd5b4e02f079e7eaa53c64798ac1e8b4ac8299c5f138,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\base_dataset.py,file,created/downloaded,1448,1.41 KiB,7c0ed97c942608b058321a4de60c8dd6c64a3167c1d77ca6a0c577d538a626ae,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\geo_transform.py,file,created/downloaded,10855,10.60 KiB,743561980993be07140f252a76143c30a3675076bead20ec9eb7fc3b82b74ab1,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\pushing_dataset.py,file,created/downloaded,5285,5.16 KiB,ef2d1281261d8540837278bb9f3d64ff0224ffd8cee96e443b894db22ab80956,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\sorting_dataset.py,file,created/downloaded,17338,16.93 KiB,77de10951cbec1d7bd4828dae9181e43e5d88b4549d66b931833cfa4863c013b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\d3il_dataset\stacking_dataset.py,file,created/downloaded,14283,13.95 KiB,41114ae96047cf997080bc572f8c41a72a3a593af917c5d7ff29f86458c6e554,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\dataset\sequence.py,file,created/downloaded,11585,11.31 KiB,e9e2997521b1eca5a2a53cd7e173ca86bae4b47009ad95a7e6fc4b1dd13b7e01,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\eval\eval_agent.py,file,created/downloaded,4249,4.15 KiB,c262d6c64b18c830bc84ef68c1b2f3f2021cac210e158612ea73fbcfbb8f258f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\eval\eval_diffusion_agent.py,file,created/downloaded,4811,4.70 KiB,e129dfb0d61c74231ac05acc0802023d7ef3ed3514d14646d637612e2f4ab67c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\eval\eval_diffusion_img_agent.py,file,created/downloaded,5060,4.94 KiB,9d4df2fa3a700b85dd1dd73c926dd51616654f7e4808f09f7586d4a1f12b1d18,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\eval\eval_gaussian_agent.py,file,created/downloaded,4728,4.62 KiB,129b7247cfb6a2dd724c19d7551ddb4f7def284ae3afab2605e0fd9ad9417932,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\eval\eval_gaussian_img_agent.py,file,created/downloaded,4940,4.82 KiB,2a4bdf4910aebc4c6fac24ca95d27a875633d5ddc57c6859ba856cf5fe499cef,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\__pycache__\train_agent.cpython-312.pyc,file,created/downloaded,10065,9.83 KiB,e3c10e092976ecd023265bc92472567a2eaf5e8f82e3e5b6412fe6a5a0859d14,
